12/31/15;1/31/16;2/29/16;3/31/16;4/30/16;5/31/16;6/30/16;7/31/16;8/31/16;9/30/16;10/31/16;11/30/16;12/31/16;1/31/17;2/28/17;3/31/17;4/30/17;5/31/17;6/30/17;7/31/17;8/31/17;9/30/17;10/31/17;11/30/17;12/31/17;1/31/18;2/28/18;3/31/18;4/30/18;5/31/18;6/30/18;7/31/18;8/31/18;9/30/18;10/31/18;11/30/18;12/31/18;1/31/19;2/28/19;3/31/19;4/30/19;5/31/19;6/30/19;7/31/19;8/31/19;9/30/19;10/31/19;11/30/19;12/31/19;1/31/20;2/29/20;3/31/20;4/30/20;5/31/20;6/30/20;7/31/20;8/31/20;9/30/20;10/31/20;11/30/20;12/31/20;1/31/21;2/28/21;3/31/21;4/30/21;5/31/21;6/30/21;7/31/21;8/31/21;9/30/21;10/31/21;11/30/21;12/31/21;1/31/22;2/28/22;3/31/22;4/30/22;5/31/22;6/30/22;7/31/22;8/31/22
ABEV3;ABEV3;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;ITUB4;ITUB4;ITUB4;ITUB4;VALE3;VALE3;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;VALE3;ITUB4;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3
AMER3;BBAS3;ABEV3;BBDC4;BBDC4;ABEV3;ABEV3;ABEV3;BBDC4;ABEV3;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;VALE3;BBDC4;BBDC4;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;VALE3;VALE3;VALE3;VALE3;ITUB4;ITUB4;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;VALE3;ITUB4;VALE3;ITUB4;ITUB4;ITUB4;ITUB4;B3SA3;B3SA3;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4
AURE3;BBDC3;BBDC4;ABEV3;ABEV3;BBDC4;BBDC4;BBDC4;ABEV3;BBDC4;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;BBDC4;VALE3;VALE3;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;PETR4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;PETR4;BBDC4;PETR4;BBDC4;BBDC4;BBDC4;B3SA3;B3SA3;ITUB4;ITUB4;B3SA3;B3SA3;PETR4;PETR4;PETR4;PETR4;BBDC4;BBDC4;PETR4;PETR4;PETR4;PETR4;PETR4;ITUB4;ITUB4;PETR3;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4;ITUB4
B3SA3;BBDC4;BRFS3;PETR4;PETR4;BRFS3;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;VALE5;VALE5;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;PETR4;BBDC4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;BBDC4;PETR4;BBDC4;PETR4;B3SA3;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;BBDC4;BBDC4;BBDC4;B3SA3;B3SA3;PETR4;PETR4;BBDC4;BBDC4;BBDC4;PETR3;BBDC4;PETR3;PETR3;ITUB4;BBDC4;PETR3;BBDC4;BBDC4;BBDC4;BBDC4;PETR3;PETR3
B3SA3;BBSE3;CIEL3;BRFS3;PETR3;PETR4;BRFS3;BRFS3;BRFS3;BRFS3;PETR3;VALE5;VALE5;VALE5;VALE5;VALE5;VALE5;VALE5;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;PETR4;ABEV3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;ABEV3;B3SA3;PETR3;B3SA3;B3SA3;PETR3;B3SA3;B3SA3;PETR4;B3SA3;BBDC4;BBDC4;BBDC4;BBDC4;BBDC4;PETR4;B3SA3;B3SA3;BBDC4;BBDC4;B3SA3;B3SA3;B3SA3;PETR3;PETR3;BBDC4;PETR3;BBDC4;BBDC4;BBDC4;PETR3;BBDC4;B3SA3;PETR3;PETR3;PETR3;BBDC4;BBDC4
BBAS3;BRAP4;ITSA4;ITSA4;B3SA3;CIEL3;CIEL3;PETR3;PETR3;PETR3;BRFS3;PETR3;PETR3;VALE3;VALE3;VALE3;BBAS3;VALE3;VALE3;VALE3;B3SA3;B3SA3;B3SA3;B3SA3;B3SA3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;B3SA3;ABEV3;B3SA3;PETR3;PETR3;B3SA3;PETR3;PETR3;ABEV3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;PETR3;B3SA3;B3SA3;B3SA3;B3SA3;B3SA3;ABEV3;B3SA3;B3SA3;B3SA3;PETR3;B3SA3;B3SA3;B3SA3;B3SA3;B3SA3
BBDC3;BRFS3;UGPA3;PETR3;CIEL3;PETR3;PETR3;B3SA3;ITSA4;ITSA4;VALE5;VALE3;VALE3;PETR3;PETR3;BBAS3;VALE3;B3SA3;B3SA3;B3SA3;ITSA4;PETR3;PETR3;PETR3;PETR3;B3SA3;B3SA3;ITSA4;ITSA4;ITSA4;B3SA3;ITSA4;B3SA3;B3SA3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;B3SA3;B3SA3;B3SA3;B3SA3;PETR3;PETR3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;BBAS3;BBAS3;ABEV3;ABEV3;ABEV3;ABEV3;MGLU3;MGLU3;MGLU3;MGLU3;ABEV3;MGLU3;MGLU3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;B3SA3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3;ABEV3
BBDC4;BRKM5;B3SA3;B3SA3;VALE5;B3SA3;B3SA3;CIEL3;B3SA3;VALE5;BBAS3;BRFS3;BRFS3;BBAS3;BBAS3;PETR3;PETR3;PETR3;PETR3;PETR3;BBAS3;BBAS3;BBAS3;ITSA4;ITSA4;ITSA4;ITSA4;B3SA3;B3SA3;B3SA3;ITSA4;B3SA3;ITSA4;ITSA4;B3SA3;B3SA3;B3SA3;B3SA3;B3SA3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;ABEV3;ITSA4;BBAS3;BBAS3;BBAS3;MGLU3;ABEV3;ABEV3;ABEV3;ABEV3;MGLU3;ABEV3;ABEV3;WEGE3;MGLU3;MGLU3;MGLU3;MGLU3;WEGE3;WEGE3;WEGE3;WEGE3;JBSS3;ITSA4;HAPV3;HAPV3;JBSS3;BBAS3;BBAS3;BBAS3;BBAS3
BBSE3;BRML3;PETR4;CIEL3;ITSA4;ITSA4;ITSA4;ITSA4;CIEL3;CIEL3;ITSA4;BBAS3;BBAS3;ITSA4;ITSA4;B3SA3;B3SA3;BBAS3;ITSA4;ITSA4;PETR3;ITSA4;ITSA4;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;BBAS3;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;ITSA4;PETR3;ITSA4;MGLU3;MGLU3;BBAS3;BBAS3;WEGE3;WEGE3;WEGE3;ITSA4;WEGE3;WEGE3;MGLU3;WEGE3;HAPV3;WEGE3;WEGE3;MGLU3;ITSA4;JBSS3;JBSS3;WEGE3;WEGE3;BBAS3;ITSA4;BBAS3;JBSS3;ELET3;ELET3;ELET3
BRAP4;B3SA3;JBSS3;UGPA3;BRFS3;UGPA3;UGPA3;VALE5;VALE5;B3SA3;B3SA3;ITSA4;ITSA4;BRFS3;B3SA3;ITSA4;ITSA4;ITSA4;BBAS3;BBAS3;BRFS3;BRFS3;BRFS3;BRFS3;UGPA3;UGPA3;UGPA3;UGPA3;UGPA3;UGPA3;UGPA3;UGPA3;SUZB3;SUZB3;LREN3;LREN3;LREN3;LREN3;LREN3;LREN3;JBSS3;JBSS3;LREN3;JBSS3;JBSS3;JBSS3;JBSS3;JBSS3;LREN3;LREN3;LREN3;JBSS3;JBSS3;ITSA4;ITSA4;ITSA4;WEGE3;ITSA4;ITSA4;ITSA4;WEGE3;HAPV3;SUZB3;SUZB3;SUZB3;WEGE3;ITSA4;ITSA4;ITSA4;JBSS3;ITSA4;ITSA4;SUZB3;JBSS3;JBSS3;WEGE3;WEGE3;ITSA4;JBSS3;RENT3;RENT3
BRFS3;CCRO3;PETR3;VALE3;VALE3;VALE5;VALE5;VALE3;BBAS3;UGPA3;VALE3;B3SA3;B3SA3;B3SA3;BRFS3;BRFS3;BRFS3;BRFS3;UGPA3;UGPA3;UGPA3;UGPA3;UGPA3;UGPA3;BRFS3;CIEL3;CIEL3;LREN3;LREN3;LREN3;SUZB3;LREN3;UGPA3;LREN3;UGPA3;BBDC3;UGPA3;UGPA3;UGPA3;SUZB3;LREN3;LREN3;JBSS3;LREN3;LREN3;LREN3;LREN3;LREN3;JBSS3;JBSS3;JBSS3;LREN3;MGLU3;JBSS3;WEGE3;WEGE3;ITSA4;BBAS3;NTCO3;BBAS3;BBAS3;ITSA4;HAPV3;HAPV3;HAPV3;ITSA4;HAPV3;HAPV3;HAPV3;HAPV3;BBAS3;BBAS3;ITSA4;BBAS3;ITSA4;BBAS3;ITSA4;SUZB3;ITSA4;WEGE3;WEGE3
BRKM5;AURE3;VIVT3;VALE5;UGPA3;VALE3;VALE3;UGPA3;UGPA3;BBAS3;CIEL3;UGPA3;UGPA3;UGPA3;UGPA3;UGPA3;UGPA3;UGPA3;BRFS3;CIEL3;CIEL3;COGN3;COGN3;COGN3;COGN3;BRFS3;LREN3;CIEL3;CIEL3;SUZB3;LREN3;SUZB3;LREN3;UGPA3;BBDC3;UGPA3;BBDC3;SUZB3;SUZB3;UGPA3;SUZB3;BBDC3;BBDC3;BBDC3;BRFS3;BBDC3;BBDC3;IRBR3;BBDC3;IRBR3;MGLU3;MGLU3;LREN3;LREN3;JBSS3;JBSS3;JBSS3;HAPV3;BBAS3;NTCO3;HAPV3;SUZB3;ITSA4;ITSA4;JBSS3;SUZB3;NTCO3;NTCO3;SUZB3;BBAS3;HAPV3;SUZB3;BBAS3;SUZB3;WEGE3;JBSS3;HAPV3;WEGE3;WEGE3;JBSS3;ITSA4
BRML3;CIEL3;VALE3;VIVT3;COGN3;BBAS3;COGN3;BBAS3;VALE3;VALE3;UGPA3;CIEL3;CIEL3;CIEL3;CIEL3;CIEL3;CIEL3;CIEL3;CIEL3;BRFS3;COGN3;LREN3;LREN3;CIEL3;CIEL3;LREN3;COGN3;BBDC3;COGN3;CIEL3;VIVT3;BBDC3;FIBR3;BBDC3;RAIL3;RAIL3;VIVT3;BBDC3;BBDC3;JBSS3;BRFS3;SUZB3;SUZB3;BRFS3;BBDC3;IRBR3;IRBR3;BBDC3;IRBR3;MGLU3;WEGE3;WEGE3;WEGE3;HAPV3;LREN3;NTCO3;SUZB3;NTCO3;HAPV3;HAPV3;NTCO3;BBAS3;NTCO3;JBSS3;ITSA4;BBAS3;SUZB3;JBSS3;NTCO3;MGLU3;SUZB3;HAPV3;HAPV3;HAPV3;SUZB3;SUZB3;SUZB3;RENT3;SUZB3;ITSA4;JBSS3
BRPR3;CMIG4;BBSE3;BBSE3;BBSE3;VIVT3;VIVT3;COGN3;VIVT3;COGN3;COGN3;COGN3;BBSE3;COGN3;CCRO3;CCRO3;COGN3;COGN3;COGN3;COGN3;LREN3;CIEL3;CIEL3;LREN3;LREN3;COGN3;BRFS3;VIVT3;VIVT3;VIVT3;CIEL3;CIEL3;CIEL3;BRFS3;BBSE3;VIVT3;BBSE3;JBSS3;JBSS3;BBDC3;BBDC3;BRFS3;BRFS3;RENT3;RENT3;BRFS3;BRFS3;MGLU3;MGLU3;BBDC3;IRBR3;SUZB3;SUZB3;WEGE3;HAPV3;LREN3;NTCO3;SUZB3;RENT3;SUZB3;SUZB3;NTCO3;JBSS3;NTCO3;NTCO3;NTCO3;BBAS3;BBAS3;JBSS3;SUZB3;NTCO3;RENT3;RENT3;RENT3;RENT3;RENT3;RENT3;BPAC11;RENT3;SUZB3;SUZB3
CCRO3;CPFE3;VALE5;COGN3;VIVT3;BBSE3;BBAS3;VIVT3;COGN3;BBSE3;BBSE3;BBSE3;COGN3;VIVT3;BBSE3;BBSE3;BBSE3;BBSE3;BBSE3;LREN3;VIVT3;VIVT3;VIVT3;VIVT3;VIVT3;VIVT3;BBDC3;BBSE3;BBDC3;BBSE3;EMBR3;BRFS3;VIVT3;COGN3;VIVT3;BBSE3;RAIL3;RAIL3;RAIL3;RAIL3;UGPA3;UGPA3;RAIL3;RAIL3;RAIL3;RAIL3;MGLU3;BRFS3;SUZB3;HAPV3;BBDC3;RADL3;HAPV3;SUZB3;NTCO3;HAPV3;LREN3;RENT3;SUZB3;RENT3;RENT3;RENT3;BBAS3;BBAS3;BBAS3;LREN3;JBSS3;SUZB3;BBAS3;NTCO3;MGLU3;LREN3;GGBR4;GGBR4;BPAC11;BPAC11;GGBR4;GGBR4;BPAC11;BPAC11;BPAC11
CIEL3;CPLE6;COGN3;JBSS3;BBAS3;COGN3;BBSE3;BBSE3;JBSS3;VIVT3;VIVT3;VIVT3;VIVT3;BBSE3;COGN3;VIVT3;VIVT3;VIVT3;LREN3;VIVT3;CCRO3;CCRO3;CCRO3;RADL3;RADL3;BBDC3;VIVT3;COGN3;BRFS3;BBDC3;FIBR3;VIVT3;RADL3;FIBR3;SUZB3;JBSS3;JBSS3;BBSE3;VIVT3;VIVT3;VIVT3;RAIL3;RENT3;SUZB3;IRBR3;RENT3;RAIL3;SUZB3;BRFS3;WEGE3;HAPV3;HAPV3;RADL3;NTCO3;SUZB3;SUZB3;HAPV3;JBSS3;LREN3;LREN3;JBSS3;JBSS3;RENT3;RENT3;RENT3;JBSS3;LREN3;RENT3;LREN3;BPAC11;GGBR4;GGBR4;BPAC11;BPAC11;EQTL3;GGBR4;BPAC11;HAPV3;GGBR4;HAPV3;HAPV3
CMIG4;CSAN3;EMBR3;BBDC3;BBDC3;JBSS3;JBSS3;JBSS3;BBSE3;JBSS3;BBDC3;BBDC3;JBSS3;JBSS3;VIVT3;COGN3;CCRO3;CCRO3;VIVT3;CCRO3;BBDC3;BBSE3;BBSE3;BBSE3;BBSE3;BBSE3;BBSE3;BRFS3;BBSE3;BRFS3;BBSE3;FIBR3;BBSE3;GGBR4;BRFS3;BRFS3;BRFS3;VIVT3;RENT3;BRFS3;RAIL3;RENT3;UGPA3;UGPA3;BBSE3;SUZB3;RENT3;RAIL3;RAIL3;RENT3;SUZB3;BBDC3;BBDC3;RAIL3;BBDC3;RENT3;RENT3;LREN3;JBSS3;JBSS3;LREN3;LREN3;LREN3;LREN3;GGBR4;RENT3;RENT3;LREN3;RENT3;RENT3;BPAC11;BPAC11;RADL3;LREN3;RDOR3;EQTL3;EQTL3;RDOR3;EQTL3;EQTL3;EQTL3
COGN3;CSNA3;BBDC3;BBAS3;JBSS3;BBDC3;BBDC3;LREN3;BBDC3;BBDC3;LREN3;JBSS3;BBDC3;BBDC3;BBDC3;BBDC3;BBDC3;LREN3;CCRO3;BBSE3;BBSE3;BBDC3;BBDC3;CCRO3;CCRO3;RADL3;EMBR3;EMBR3;SUZB3;FIBR3;RAIL3;GGBR4;BRKM5;RAIL3;SANB11;SUZB3;SUZB3;BRFS3;BBSE3;RENT3;BBSE3;BBSE3;BBSE3;BBSE3;SUZB3;BBSE3;SUZB3;RENT3;RENT3;SUZB3;RENT3;RAIL3;RAIL3;RADL3;RENT3;VIIA3;VIIA3;VIIA3;VIIA3;VIIA3;BBDC3;VBBR3;BPAC11;GGBR4;CSNA3;GGBR4;BPAC11;VBBR3;VBBR3;LREN3;LREN3;VBBR3;CSAN3;CSAN3;GGBR4;CSAN3;CSAN3;EQTL3;HAPV3;GGBR4;GGBR4
CPFE3;B3SA3;BBAS3;LREN3;CCRO3;EMBR3;LREN3;BBDC3;LREN3;LREN3;JBSS3;LREN3;LREN3;LREN3;JBSS3;LREN3;LREN3;BBDC3;BBDC3;BBDC3;JBSS3;RADL3;RADL3;BBDC3;BBDC3;CCRO3;GGBR4;SUZB3;EMBR3;EMBR3;BBDC3;COGN3;GGBR4;VIVT3;JBSS3;FIBR3;SANB11;SANB11;BRFS3;BBSE3;RENT3;VIVT3;VIVT3;VIVT3;VIVT3;VIVT3;RADL3;RADL3;UGPA3;UGPA3;EQTL3;VIVT3;RENT3;BBDC3;RAIL3;AMER3;AMER3;RAIL3;RADL3;BBDC3;RADL3;RADL3;GGBR4;RADL3;LREN3;VBBR3;VBBR3;BPAC11;BPAC11;GGBR4;RENT3;CSAN3;VBBR3;VBBR3;VBBR3;RDOR3;VBBR3;LREN3;RDOR3;LREN3;RDOR3
CPLE6;CYRE3;LREN3;CCRO3;LREN3;CCRO3;CCRO3;CCRO3;CCRO3;CCRO3;CCRO3;RADL3;CCRO3;CCRO3;LREN3;JBSS3;JBSS3;RADL3;RADL3;RADL3;RADL3;EMBR3;RAIL3;RAIL3;JBSS3;JBSS3;RADL3;RADL3;GGBR4;COGN3;JBSS3;BBSE3;BBDC3;BBSE3;COGN3;COGN3;EMBR3;COGN3;SANB11;SANB11;SANB11;SANB11;EQTL3;EQTL3;VBBR3;RADL3;BBSE3;UGPA3;WEGE3;RADL3;RADL3;EQTL3;VIVT3;RENT3;EQTL3;BBDC3;RAIL3;AMER3;RAIL3;RADL3;VIIA3;BBDC3;RADL3;BBDC3;BPAC11;RADL3;GGBR4;GGBR4;GGBR4;VBBR3;VBBR3;RADL3;LREN3;BBDC3;LREN3;VBBR3;LREN3;BBDC3;BBDC3;RDOR3;LREN3
CSAN3;ECOR3;CCRO3;EMBR3;HYPE3;LREN3;EMBR3;EMBR3;RADL3;RADL3;RADL3;CCRO3;RADL3;RADL3;SANB11;EMBR3;RADL3;EMBR3;CPFE3;CPFE3;EMBR3;HYPE3;BRKM5;HYPE3;EMBR3;RAIL3;RAIL3;FIBR3;RAIL3;RAIL3;BRFS3;RAIL3;BRFS3;BRKM5;FIBR3;SANB11;FIBR3;EQTL3;EQTL3;COGN3;EQTL3;EQTL3;SANB11;COGN3;MGLU3;MGLU3;VIVT3;VIVT3;BBSE3;VIVT3;RAIL3;BBSE3;EQTL3;EQTL3;RADL3;RADL3;BBDC3;RADL3;BBDC3;RAIL3;RAIL3;RAIL3;BBDC3;VBBR3;RADL3;BPAC11;CSNA3;CSAN3;RADL3;CSAN3;RADL3;BBDC3;EQTL3;RDOR3;RADL3;LREN3;RADL3;CSAN3;LREN3;ENEV3;CSAN3
CSNA3;EMBR3;KLBN11;HYPE3;EMBR3;RADL3;RADL3;RADL3;B3SA3;B3SA3;EMBR3;EMBR3;B3SA3;EMBR3;EMBR3;RADL3;HYPE3;CPFE3;HYPE3;JBSS3;CPFE3;JBSS3;HYPE3;WEGE3;HYPE3;EMBR3;JBSS3;GGBR4;FIBR3;GGBR4;RADL3;RADL3;COGN3;RADL3;GGBR4;EMBR3;RENT3;CCRO3;COGN3;EQTL3;PCAR3;COGN3;COGN3;MGLU3;RADL3;UGPA3;HAPV3;BBSE3;HAPV3;BRFS3;BRFS3;RENT3;AMER3;AMER3;AMER3;EQTL3;EQTL3;VBBR3;VBBR3;VBBR3;UGPA3;UGPA3;VBBR3;BPAC11;VBBR3;CSNA3;CSAN3;CSNA3;CSAN3;EQTL3;BBDC3;EQTL3;BBDC3;RADL3;CSAN3;RADL3;BBDC3;PRIO3;CSAN3;RADL3;ENEV3
CYRE3;ENBR3;B3SA3;RADL3;RADL3;B3SA3;B3SA3;B3SA3;EMBR3;EMBR3;B3SA3;GGBR4;EMBR3;B3SA3;B3SA3;HYPE3;EQTL3;HYPE3;EMBR3;SBSP3;EQTL3;CPFE3;CPFE3;EQTL3;RAIL3;GGBR4;FIBR3;SANB11;RADL3;JBSS3;COGN3;JBSS3;RAIL3;JBSS3;EMBR3;GGBR4;GGBR4;RENT3;CCRO3;GGBR4;COGN3;RADL3;RADL3;WEGE3;EQTL3;VBBR3;VBBR3;WEGE3;VIVT3;EQTL3;VIVT3;SBSP3;BBSE3;VIVT3;VIIA3;AMER3;AMER3;BBDC3;GGBR4;GGBR4;VBBR3;VIIA3;KLBN11;RAIL3;BBDC3;BBDC3;BBDC3;RADL3;EQTL3;RADL3;EQTL3;MGLU3;VIVT3;EQTL3;BBDC3;BBDC3;VIVT3;VBBR3;RADL3;BBDC3;BBDC3
